姓名,录取学段,录取区,招聘类型,学历,院校,职称
教师_394,高中,越秀区,社会人员,本科,部属师范院校（除北京师范大学）,中级及以下
教师_395,小学,白云区,社会人员,本科,其他高校,中级及以下
教师_396,高中,白云区,社会人员,本科,其他普通师范院校,中级及以下
教师_397,初中,越秀区,应届毕业生,本科,其他普通师范院校,正高级
教师_398,初中,白云区,社会人员,本科,部属师范院校（除北京师范大学）,副高级
教师_399,小学,越秀区,应届毕业生,硕士,部属师范院校（除北京师范大学）,正高级
教师_400,小学,越秀区,应届毕业生,硕士,其他普通师范院校,正高级
教师_401,初中,越秀区,社会人员,本科,其他普通师范院校,正高级
教师_402,高中,白云区,应届毕业生,本科,其他普通师范院校,副高级
教师_403,小学,越秀区,社会人员,本科,其他普通师范院校,正高级
教师_404,高中,白云区,社会人员,本科,其他普通师范院校,正高级
教师_405,高中,白云区,社会人员,硕士,其他高校,副高级
教师_406,初中,越秀区,社会人员,硕士,部属师范院校（除北京师范大学）,中级及以下
教师_407,初中,白云区,社会人员,硕士,其他普通师范院校,正高级
教师_408,小学,白云区,社会人员,本科,其他高校,中级及以下
教师_409,初中,白云区,社会人员,硕士,其他普通师范院校,中级及以下
教师_410,小学,越秀区,应届毕业生,硕士,部属师范院校（除北京师范大学）,中级及以下
教师_411,小学,白云区,社会人员,本科,其他普通师范院校,中级及以下
教师_412,初中,白云区,应届毕业生,本科,其他普通师范院校,中级及以下
教师_413,小学,白云区,应届毕业生,本科,其他高校,副高级
教师_414,小学,白云区,应届毕业生,本科,部属师范院校（除北京师范大学）,副高级
教师_415,小学,白云区,社会人员,本科,其他高校,中级及以下
教师_416,小学,越秀区,社会人员,本科,其他普通师范院校,中级及以下
教师_417,小学,越秀区,应届毕业生,本科,北京师范大学,中级及以下
教师_418,小学,白云区,社会人员,本科,其他高校,副高级
教师_419,小学,白云区,社会人员,本科,部属师范院校（除北京师范大学）,副高级
教师_420,初中,越秀区,社会人员,本科,部属师范院校（除北京师范大学）,中级及以下
教师_421,高中,越秀区,社会人员,硕士,清华,中级及以下
教师_422,高中,白云区,应届毕业生,本科,其他高校,中级及以下
教师_423,初中,越秀区,社会人员,本科,其他普通师范院校,中级及以下
教师_424,小学,白云区,社会人员,本科,其他普通师范院校,中级及以下
教师_425,初中,越秀区,应届毕业生,本科,部属师范院校（除北京师范大学）,中级及以下
教师_426,初中,白云区,社会人员,本科,部属师范院校（除北京师范大学）,正高级
教师_427,高中,白云区,应届毕业生,本科,其他普通师范院校,副高级
教师_428,小学,越秀区,应届毕业生,本科,其他普通师范院校,副高级
教师_429,高中,越秀区,应届毕业生,本科,其他高校,中级及以下
教师_430,小学,越秀区,社会人员,本科,其他普通师范院校,中级及以下
教师_431,小学,越秀区,社会人员,本科,其他高校,副高级
教师_432,高中,白云区,社会人员,本科,其他普通师范院校,中级及以下
教师_433,小学,越秀区,应届毕业生,硕士,北大,正高级
教师_434,高中,越秀区,社会人员,本科,其他普通师范院校,中级及以下
教师_435,初中,越秀区,社会人员,本科,部属师范院校（除北京师范大学）,中级及以下
教师_436,初中,白云区,社会人员,本科,其他普通师范院校,副高级
教师_437,初中,白云区,社会人员,本科,其他高校,正高级
教师_438,小学,白云区,社会人员,本科,其他高校,副高级
教师_439,高中,越秀区,应届毕业生,本科,部属师范院校（除北京师范大学）,中级及以下
教师_440,初中,越秀区,社会人员,本科,其他普通师范院校,副高级
教师_441,初中,越秀区,应届毕业生,本科,其他普通师范院校,中级及以下
教师_442,高中,越秀区,应届毕业生,本科,其他高校,正高级
教师_443,高中,越秀区,社会人员,硕士,北大,正高级
教师_444,小学,越秀区,社会人员,本科,北大,中级及以下
教师_445,小学,越秀区,社会人员,本科,部属师范院校（除北京师范大学）,正高级
教师_446,初中,白云区,应届毕业生,本科,其他高校,副高级
教师_447,高中,白云区,社会人员,本科,其他普通师范院校,中级及以下
教师_448,高中,白云区,社会人员,本科,其他高校,中级及以下
教师_449,高中,越秀区,社会人员,硕士,其他普通师范院校,副高级
教师_450,高中,越秀区,应届毕业生,本科,其他普通师范院校,中级及以下
教师_451,小学,越秀区,社会人员,本科,其他高校,中级及以下
教师_452,高中,白云区,社会人员,本科,其他普通师范院校,正高级
教师_453,小学,白云区,社会人员,本科,其他普通师范院校,中级及以下
教师_454,小学,越秀区,社会人员,硕士,部属师范院校（除北京师范大学）,正高级
教师_455,高中,白云区,社会人员,本科,其他普通师范院校,中级及以下
教师_456,小学,白云区,社会人员,本科,部属师范院校（除北京师范大学）,中级及以下
教师_457,高中,越秀区,应届毕业生,本科,其他高校,副高级
教师_458,小学,白云区,社会人员,硕士,其他普通师范院校,副高级
教师_459,高中,越秀区,社会人员,硕士,部属师范院校（除北京师范大学）,中级及以下
教师_460,高中,白云区,社会人员,本科,其他高校,副高级
教师_461,小学,越秀区,应届毕业生,本科,部属师范院校（除北京师范大学）,副高级
教师_462,初中,白云区,社会人员,本科,其他高校,中级及以下
教师_463,初中,白云区,应届毕业生,本科,其他普通师范院校,中级及以下
教师_464,高中,白云区,社会人员,本科,部属师范院校（除北京师范大学）,中级及以下
教师_465,小学,白云区,社会人员,本科,北大,副高级
教师_466,小学,白云区,社会人员,本科,其他高校,中级及以下
教师_467,初中,越秀区,社会人员,本科,北京师范大学,中级及以下
教师_468,初中,越秀区,应届毕业生,本科,其他高校,中级及以下
教师_469,高中,越秀区,社会人员,本科,其他普通师范院校,中级及以下
教师_470,小学,越秀区,社会人员,本科,其他普通师范院校,中级及以下
教师_471,初中,白云区,社会人员,本科,部属师范院校（除北京师范大学）,副高级
教师_472,高中,白云区,应届毕业生,硕士,其他高校,副高级
教师_473,初中,白云区,应届毕业生,硕士,其他高校,正高级
教师_474,高中,越秀区,社会人员,本科,其他普通师范院校,中级及以下
教师_475,高中,白云区,社会人员,本科,部属师范院校（除北京师范大学）,中级及以下
教师_476,高中,白云区,社会人员,本科,部属师范院校（除北京师范大学）,副高级
教师_477,高中,白云区,应届毕业生,本科,其他普通师范院校,中级及以下
教师_478,高中,越秀区,应届毕业生,本科,其他普通师范院校,中级及以下
教师_479,高中,白云区,社会人员,本科,其他普通师范院校,副高级
教师_480,初中,白云区,社会人员,本科,部属师范院校（除北京师范大学）,中级及以下
教师_481,小学,白云区,社会人员,本科,北大,中级及以下
教师_482,小学,白云区,应届毕业生,硕士,其他普通师范院校,中级及以下
教师_483,小学,越秀区,社会人员,本科,北大,中级及以下
教师_484,初中,越秀区,社会人员,本科,部属师范院校（除北京师范大学）,副高级
教师_485,小学,越秀区,社会人员,本科,其他普通师范院校,副高级
教师_486,初中,越秀区,社会人员,本科,部属师范院校（除北京师范大学）,副高级
教师_487,初中,白云区,社会人员,本科,其他普通师范院校,中级及以下
教师_488,高中,白云区,社会人员,硕士,部属师范院校（除北京师范大学）,中级及以下
教师_489,高中,白云区,应届毕业生,硕士,部属师范院校（除北京师范大学）,中级及以下
教师_490,初中,越秀区,社会人员,本科,其他普通师范院校,中级及以下
教师_491,小学,越秀区,社会人员,本科,部属师范院校（除北京师范大学）,中级及以下
教师_492,初中,白云区,社会人员,本科,其他普通师范院校,中级及以下
教师_493,高中,越秀区,社会人员,本科,其他普通师范院校,中级及以下
教师_494,初中,越秀区,社会人员,本科,其他高校,中级及以下
教师_495,初中,白云区,应届毕业生,硕士,其他高校,副高级
教师_496,小学,越秀区,应届毕业生,本科,其他普通师范院校,中级及以下
教师_497,初中,越秀区,社会人员,本科,其他普通师范院校,中级及以下
教师_498,初中,白云区,社会人员,硕士,其他普通师范院校,中级及以下
教师_499,小学,白云区,应届毕业生,本科,部属师范院校（除北京师范大学）,中级及以下
教师_500,初中,越秀区,应届毕业生,本科,其他普通师范院校,中级及以下
教师_501,初中,白云区,社会人员,硕士,部属师范院校（除北京师范大学）,副高级
教师_502,初中,白云区,社会人员,硕士,其他普通师范院校,中级及以下
教师_503,初中,白云区,社会人员,硕士,部属师范院校（除北京师范大学）,中级及以下
教师_504,高中,白云区,应届毕业生,本科,其他普通师范院校,中级及以下
教师_505,初中,越秀区,社会人员,本科,其他高校,中级及以下
教师_506,高中,白云区,应届毕业生,本科,其他高校,中级及以下
教师_507,高中,越秀区,社会人员,硕士,部属师范院校（除北京师范大学）,中级及以下
教师_508,小学,白云区,社会人员,本科,部属师范院校（除北京师范大学）,中级及以下
教师_509,小学,白云区,社会人员,本科,其他高校,副高级
教师_510,初中,白云区,社会人员,本科,其他高校,中级及以下
教师_511,小学,越秀区,应届毕业生,本科,其他普通师范院校,中级及以下
教师_512,初中,白云区,社会人员,硕士,其他高校,副高级
教师_513,高中,白云区,社会人员,硕士,部属师范院校（除北京师范大学）,中级及以下
教师_514,高中,白云区,应届毕业生,本科,其他高校,副高级
教师_515,初中,白云区,社会人员,硕士,其他高校,副高级
教师_516,高中,白云区,应届毕业生,硕士,部属师范院校（除北京师范大学）,中级及以下
教师_517,小学,白云区,社会人员,本科,其他普通师范院校,中级及以下
教师_518,初中,越秀区,社会人员,本科,其他高校,中级及以下
教师_519,高中,越秀区,社会人员,本科,其他高校,中级及以下
教师_520,高中,越秀区,社会人员,本科,其他高校,正高级
教师_521,初中,越秀区,应届毕业生,本科,其他普通师范院校,中级及以下
教师_522,小学,越秀区,社会人员,本科,北京师范大学,中级及以下
教师_523,小学,越秀区,社会人员,本科,其他高校,副高级
教师_524,高中,越秀区,社会人员,本科,其他普通师范院校,副高级
教师_525,小学,白云区,社会人员,本科,其他普通师范院校,中级及以下
教师_526,初中,白云区,社会人员,本科,其他高校,副高级
教师_527,初中,白云区,应届毕业生,本科,其他普通师范院校,中级及以下
教师_528,高中,白云区,应届毕业生,硕士,其他普通师范院校,副高级
教师_529,小学,越秀区,社会人员,本科,其他普通师范院校,中级及以下
教师_530,初中,越秀区,社会人员,本科,部属师范院校（除北京师范大学）,中级及以下
教师_531,小学,白云区,应届毕业生,本科,部属师范院校（除北京师范大学）,中级及以下
教师_532,初中,白云区,社会人员,本科,其他高校,中级及以下
教师_533,初中,越秀区,社会人员,本科,其他普通师范院校,副高级
教师_534,小学,白云区,社会人员,硕士,部属师范院校（除北京师范大学）,中级及以下
教师_535,小学,白云区,社会人员,硕士,部属师范院校（除北京师范大学）,中级及以下
教师_536,小学,越秀区,应届毕业生,硕士,清华,副高级
教师_537,初中,越秀区,社会人员,硕士,其他高校,副高级
教师_538,高中,白云区,应届毕业生,本科,部属师范院校（除北京师范大学）,中级及以下
教师_539,高中,白云区,社会人员,本科,北京师范大学,正高级
教师_540,高中,白云区,社会人员,本科,清华,中级及以下
教师_541,小学,白云区,社会人员,本科,部属师范院校（除北京师范大学）,副高级
教师_542,初中,白云区,应届毕业生,本科,其他高校,中级及以下
教师_543,初中,白云区,社会人员,本科,部属师范院校（除北京师范大学）,副高级
教师_544,初中,越秀区,应届毕业生,本科,其他高校,中级及以下
教师_545,高中,白云区,社会人员,本科,部属师范院校（除北京师范大学）,副高级
教师_546,小学,白云区,社会人员,硕士,北京师范大学,中级及以下
教师_547,高中,白云区,应届毕业生,本科,其他高校,中级及以下
教师_548,高中,白云区,社会人员,硕士,其他普通师范院校,中级及以下
教师_549,初中,白云区,社会人员,本科,北京师范大学,中级及以下
教师_550,初中,白云区,应届毕业生,本科,其他高校,中级及以下
教师_551,高中,越秀区,社会人员,本科,部属师范院校（除北京师范大学）,副高级
教师_552,小学,越秀区,社会人员,本科,其他高校,副高级
教师_553,初中,白云区,社会人员,硕士,其他高校,中级及以下
教师_554,初中,越秀区,社会人员,本科,部属师范院校（除北京师范大学）,中级及以下
教师_555,高中,白云区,应届毕业生,本科,其他高校,副高级
教师_556,小学,白云区,社会人员,本科,其他高校,副高级
教师_557,小学,白云区,应届毕业生,本科,其他普通师范院校,副高级
教师_558,初中,白云区,社会人员,本科,其他普通师范院校,中级及以下
教师_559,初中,白云区,社会人员,硕士,其他高校,正高级
教师_560,高中,越秀区,应届毕业生,本科,北京师范大学,副高级
教师_561,初中,白云区,社会人员,硕士,其他高校,中级及以下
教师_562,小学,越秀区,社会人员,博士,其他普通师范院校,中级及以下
教师_563,高中,越秀区,应届毕业生,本科,其他普通师范院校,中级及以下
教师_564,高中,越秀区,社会人员,本科,其他高校,中级及以下
教师_565,初中,白云区,应届毕业生,本科,其他高校,正高级
教师_566,高中,白云区,社会人员,本科,其他高校,中级及以下
教师_567,初中,白云区,社会人员,本科,其他高校,中级及以下
教师_568,高中,越秀区,社会人员,本科,北大,副高级
教师_569,高中,白云区,应届毕业生,本科,其他普通师范院校,中级及以下
教师_570,高中,白云区,社会人员,本科,其他高校,中级及以下
教师_571,高中,越秀区,应届毕业生,本科,其他高校,副高级
教师_572,小学,越秀区,应届毕业生,本科,北京师范大学,中级及以下
教师_573,小学,越秀区,社会人员,本科,其他普通师范院校,正高级
教师_574,初中,越秀区,社会人员,本科,北大,中级及以下
教师_575,高中,越秀区,社会人员,本科,部属师范院校（除北京师范大学）,副高级
教师_576,初中,白云区,社会人员,本科,其他普通师范院校,副高级
教师_577,小学,越秀区,应届毕业生,本科,其他普通师范院校,副高级
教师_578,高中,越秀区,社会人员,博士,部属师范院校（除北京师范大学）,正高级
教师_579,初中,白云区,社会人员,硕士,其他普通师范院校,中级及以下
教师_580,高中,越秀区,社会人员,本科,其他普通师范院校,中级及以下
教师_581,小学,白云区,社会人员,本科,清华,中级及以下
教师_582,高中,白云区,社会人员,本科,部属师范院校（除北京师范大学）,副高级
教师_583,初中,越秀区,应届毕业生,本科,其他普通师范院校,副高级
教师_584,小学,白云区,社会人员,本科,其他高校,中级及以下
教师_585,高中,越秀区,应届毕业生,硕士,其他高校,副高级
教师_586,小学,越秀区,社会人员,本科,部属师范院校（除北京师范大学）,正高级
教师_587,小学,白云区,社会人员,本科,其他高校,副高级
教师_588,小学,越秀区,应届毕业生,本科,其他普通师范院校,中级及以下
教师_589,小学,越秀区,社会人员,本科,部属师范院校（除北京师范大学）,正高级
教师_590,高中,越秀区,社会人员,本科,其他普通师范院校,副高级
教师_591,高中,白云区,社会人员,本科,部属师范院校（除北京师范大学）,中级及以下
教师_592,高中,白云区,社会人员,硕士,其他普通师范院校,中级及以下
教师_593,高中,越秀区,应届毕业生,硕士,其他普通师范院校,中级及以下
教师_594,初中,越秀区,应届毕业生,本科,其他高校,中级及以下
教师_595,初中,白云区,社会人员,本科,其他普通师范院校,副高级
教师_596,高中,越秀区,社会人员,本科,部属师范院校（除北京师范大学）,副高级
教师_597,初中,白云区,社会人员,硕士,部属师范院校（除北京师范大学）,中级及以下
教师_598,初中,越秀区,社会人员,本科,其他普通师范院校,中级及以下
教师_599,初中,白云区,社会人员,硕士,其他高校,副高级
教师_600,高中,白云区,社会人员,本科,清华,中级及以下
教师_601,小学,白云区,社会人员,本科,其他普通师范院校,中级及以下
教师_602,初中,白云区,社会人员,本科,部属师范院校（除北京师范大学）,中级及以下
教师_603,高中,越秀区,应届毕业生,硕士,其他普通师范院校,副高级
教师_604,小学,越秀区,社会人员,本科,其他高校,中级及以下
教师_605,初中,白云区,应届毕业生,本科,部属师范院校（除北京师范大学）,中级及以下
教师_606,初中,白云区,应届毕业生,本科,其他普通师范院校,中级及以下
教师_607,小学,白云区,社会人员,硕士,其他高校,中级及以下
教师_608,小学,越秀区,社会人员,硕士,部属师范院校（除北京师范大学）,中级及以下
教师_609,初中,越秀区,社会人员,本科,部属师范院校（除北京师范大学）,正高级
教师_610,初中,越秀区,应届毕业生,本科,其他高校,副高级
教师_611,初中,白云区,社会人员,本科,其他高校,副高级
教师_612,初中,越秀区,社会人员,本科,其他高校,副高级
教师_613,高中,白云区,社会人员,硕士,其他高校,副高级
教师_614,小学,白云区,社会人员,博士,其他普通师范院校,副高级
教师_615,小学,白云区,应届毕业生,本科,其他普通师范院校,中级及以下
教师_616,初中,越秀区,社会人员,本科,其他普通师范院校,副高级
教师_617,初中,白云区,社会人员,本科,其他高校,副高级
教师_618,高中,越秀区,社会人员,硕士,其他普通师范院校,副高级
教师_619,初中,越秀区,社会人员,本科,部属师范院校（除北京师范大学）,副高级
教师_620,高中,白云区,社会人员,本科,部属师范院校（除北京师范大学）,中级及以下
教师_621,初中,白云区,社会人员,本科,其他高校,副高级
教师_622,高中,白云区,应届毕业生,博士,部属师范院校（除北京师范大学）,副高级
教师_623,初中,白云区,社会人员,本科,其他高校,正高级
教师_624,高中,白云区,社会人员,博士,其他高校,副高级
教师_625,高中,白云区,应届毕业生,本科,部属师范院校（除北京师范大学）,副高级
教师_626,高中,越秀区,应届毕业生,本科,其他高校,中级及以下
教师_627,高中,白云区,社会人员,本科,其他普通师范院校,副高级
教师_628,高中,白云区,应届毕业生,本科,部属师范院校（除北京师范大学）,副高级
教师_629,初中,越秀区,社会人员,本科,其他高校,副高级
教师_630,小学,越秀区,社会人员,本科,其他高校,副高级
教师_631,小学,越秀区,社会人员,本科,其他普通师范院校,中级及以下
教师_632,小学,白云区,社会人员,硕士,其他高校,中级及以下
教师_633,初中,越秀区,社会人员,本科,部属师范院校（除北京师范大学）,中级及以下
教师_634,初中,白云区,社会人员,本科,其他高校,副高级
教师_635,高中,白云区,社会人员,本科,其他高校,副高级
教师_636,高中,白云区,应届毕业生,本科,其他普通师范院校,中级及以下
教师_637,小学,白云区,社会人员,硕士,其他高校,中级及以下
教师_638,小学,越秀区,社会人员,本科,其他高校,副高级
教师_639,初中,越秀区,应届毕业生,硕士,清华,中级及以下
教师_640,高中,白云区,应届毕业生,博士,其他高校,中级及以下
教师_641,高中,越秀区,应届毕业生,本科,其他普通师范院校,中级及以下
教师_642,高中,越秀区,社会人员,本科,其他普通师范院校,中级及以下
教师_643,高中,白云区,社会人员,硕士,其他普通师范院校,正高级
教师_644,初中,越秀区,社会人员,本科,其他高校,副高级
教师_645,初中,越秀区,社会人员,本科,其他高校,副高级
教师_646,小学,越秀区,社会人员,本科,其他普通师范院校,中级及以下
教师_647,高中,白云区,应届毕业生,本科,其他普通师范院校,副高级
教师_648,高中,越秀区,社会人员,本科,其他高校,正高级
教师_649,高中,越秀区,应届毕业生,本科,部属师范院校（除北京师范大学）,副高级
教师_650,小学,越秀区,应届毕业生,本科,部属师范院校（除北京师范大学）,中级及以下
教师_651,初中,白云区,社会人员,本科,其他高校,中级及以下
教师_652,初中,白云区,社会人员,本科,其他高校,中级及以下
教师_653,小学,白云区,社会人员,博士,其他普通师范院校,中级及以下
教师_654,小学,越秀区,应届毕业生,硕士,北京师范大学,中级及以下
教师_655,高中,白云区,社会人员,本科,其他普通师范院校,中级及以下
教师_656,小学,越秀区,社会人员,硕士,其他普通师范院校,副高级
教师_657,初中,越秀区,社会人员,本科,北京师范大学,中级及以下
教师_658,小学,白云区,社会人员,本科,其他普通师范院校,中级及以下
教师_659,初中,白云区,社会人员,本科,其他普通师范院校,副高级
教师_660,高中,越秀区,应届毕业生,本科,其他普通师范院校,中级及以下
教师_661,初中,越秀区,应届毕业生,本科,部属师范院校（除北京师范大学）,正高级
教师_662,高中,越秀区,社会人员,本科,部属师范院校（除北京师范大学）,中级及以下
教师_663,小学,越秀区,社会人员,本科,其他高校,副高级
教师_664,小学,白云区,社会人员,博士,其他普通师范院校,副高级
教师_665,初中,白云区,社会人员,本科,部属师范院校（除北京师范大学）,副高级
教师_666,初中,越秀区,社会人员,本科,其他高校,中级及以下
教师_667,高中,白云区,社会人员,本科,其他普通师范院校,中级及以下
教师_668,初中,白云区,社会人员,本科,部属师范院校（除北京师范大学）,副高级
教师_669,高中,白云区,社会人员,本科,其他高校,正高级
教师_670,初中,白云区,应届毕业生,本科,其他普通师范院校,中级及以下
教师_671,初中,越秀区,社会人员,本科,其他普通师范院校,副高级
教师_672,初中,白云区,应届毕业生,本科,其他普通师范院校,中级及以下
教师_673,初中,白云区,社会人员,本科,其他高校,中级及以下
教师_674,小学,越秀区,应届毕业生,硕士,部属师范院校（除北京师范大学）,中级及以下
教师_675,高中,越秀区,社会人员,本科,其他普通师范院校,副高级
教师_676,高中,越秀区,社会人员,本科,其他高校,中级及以下
教师_677,高中,越秀区,社会人员,本科,其他高校,中级及以下
教师_678,初中,白云区,应届毕业生,硕士,其他普通师范院校,中级及以下
教师_679,小学,白云区,应届毕业生,本科,其他高校,中级及以下
教师_680,初中,越秀区,社会人员,本科,其他普通师范院校,中级及以下
教师_681,初中,白云区,应届毕业生,本科,其他普通师范院校,中级及以下
教师_682,初中,白云区,应届毕业生,本科,部属师范院校（除北京师范大学）,副高级
教师_683,小学,越秀区,社会人员,本科,其他普通师范院校,中级及以下
教师_684,高中,越秀区,应届毕业生,硕士,北京师范大学,中级及以下
教师_685,小学,越秀区,社会人员,本科,其他高校,副高级
教师_686,初中,越秀区,社会人员,本科,其他普通师范院校,中级及以下
教师_687,高中,白云区,社会人员,本科,其他高校,副高级
教师_688,初中,白云区,社会人员,硕士,其他高校,副高级
教师_689,高中,白云区,社会人员,本科,部属师范院校（除北京师范大学）,副高级
教师_690,小学,白云区,社会人员,硕士,其他普通师范院校,中级及以下
教师_691,高中,白云区,社会人员,博士,其他高校,中级及以下
教师_692,小学,白云区,应届毕业生,本科,其他普通师范院校,副高级
教师_693,初中,白云区,社会人员,本科,部属师范院校（除北京师范大学）,副高级
教师_694,初中,白云区,应届毕业生,本科,其他普通师范院校,中级及以下
教师_695,初中,白云区,应届毕业生,本科,其他普通师范院校,中级及以下
教师_696,初中,越秀区,社会人员,本科,其他普通师范院校,中级及以下
教师_697,小学,白云区,社会人员,本科,其他普通师范院校,中级及以下
教师_698,小学,白云区,社会人员,本科,其他普通师范院校,副高级
教师_699,初中,白云区,社会人员,本科,部属师范院校（除北京师范大学）,中级及以下
教师_700,高中,白云区,社会人员,本科,其他高校,副高级
教师_701,初中,白云区,应届毕业生,本科,部属师范院校（除北京师范大学）,副高级
教师_702,小学,越秀区,社会人员,本科,其他高校,中级及以下
教师_703,小学,越秀区,社会人员,本科,其他高校,中级及以下
教师_704,小学,越秀区,社会人员,本科,其他普通师范院校,中级及以下
教师_705,小学,越秀区,应届毕业生,本科,其他高校,中级及以下
教师_706,小学,越秀区,社会人员,本科,部属师范院校（除北京师范大学）,中级及以下
教师_707,小学,越秀区,社会人员,本科,其他高校,副高级
教师_708,小学,越秀区,应届毕业生,本科,其他高校,中级及以下
教师_709,小学,越秀区,社会人员,本科,其他普通师范院校,副高级
教师_710,高中,白云区,社会人员,本科,北京师范大学,中级及以下
教师_711,小学,白云区,社会人员,本科,部属师范院校（除北京师范大学）,中级及以下
教师_712,初中,白云区,应届毕业生,硕士,其他高校,中级及以下
教师_713,高中,越秀区,应届毕业生,本科,其他普通师范院校,副高级
教师_714,初中,白云区,社会人员,本科,其他普通师范院校,正高级
教师_715,小学,越秀区,社会人员,本科,其他普通师范院校,中级及以下
教师_716,小学,越秀区,社会人员,本科,其他普通师范院校,中级及以下
教师_717,初中,白云区,应届毕业生,本科,其他高校,中级及以下
教师_718,初中,白云区,社会人员,本科,其他高校,中级及以下
教师_719,初中,白云区,社会人员,本科,其他高校,中级及以下
教师_720,高中,越秀区,社会人员,本科,其他高校,副高级
教师_721,高中,白云区,应届毕业生,本科,部属师范院校（除北京师范大学）,中级及以下
教师_722,高中,越秀区,社会人员,本科,其他普通师范院校,副高级
教师_723,小学,越秀区,社会人员,博士,其他高校,中级及以下
教师_724,高中,白云区,社会人员,硕士,其他高校,中级及以下
教师_725,初中,越秀区,社会人员,本科,其他高校,副高级
教师_726,高中,白云区,社会人员,博士,其他普通师范院校,正高级
教师_727,高中,白云区,社会人员,硕士,其他高校,副高级
教师_728,高中,越秀区,社会人员,本科,部属师范院校（除北京师范大学）,中级及以下
教师_729,高中,越秀区,社会人员,本科,其他普通师范院校,中级及以下
教师_730,初中,白云区,社会人员,本科,其他普通师范院校,中级及以下
教师_731,初中,越秀区,社会人员,本科,其他普通师范院校,中级及以下
教师_732,初中,白云区,应届毕业生,本科,其他普通师范院校,副高级
教师_733,初中,越秀区,社会人员,本科,其他高校,中级及以下
教师_734,小学,越秀区,社会人员,硕士,其他普通师范院校,中级及以下
教师_735,初中,越秀区,应届毕业生,本科,部属师范院校（除北京师范大学）,中级及以下
教师_736,高中,白云区,应届毕业生,本科,其他高校,中级及以下
教师_737,小学,白云区,社会人员,本科,其他高校,中级及以下
教师_738,初中,白云区,社会人员,本科,其他普通师范院校,副高级
教师_739,小学,白云区,社会人员,本科,其他普通师范院校,正高级
教师_740,小学,越秀区,社会人员,本科,其他普通师范院校,副高级
教师_741,小学,越秀区,应届毕业生,本科,其他高校,正高级
教师_742,高中,白云区,社会人员,本科,部属师范院校（除北京师范大学）,中级及以下
教师_743,小学,白云区,社会人员,硕士,其他高校,副高级
教师_744,小学,白云区,社会人员,本科,其他高校,中级及以下
教师_745,初中,白云区,应届毕业生,硕士,北大,副高级
教师_746,小学,白云区,应届毕业生,本科,其他普通师范院校,正高级
教师_747,高中,白云区,社会人员,本科,北大,中级及以下
教师_748,高中,越秀区,社会人员,本科,其他普通师范院校,正高级
教师_749,高中,越秀区,应届毕业生,本科,其他普通师范院校,中级及以下
教师_750,初中,越秀区,社会人员,本科,其他高校,中级及以下
教师_751,初中,越秀区,应届毕业生,本科,其他高校,副高级
教师_752,初中,越秀区,社会人员,本科,其他普通师范院校,中级及以下
教师_753,高中,越秀区,应届毕业生,本科,其他高校,中级及以下
教师_754,初中,越秀区,社会人员,本科,其他普通师范院校,中级及以下
教师_755,小学,白云区,社会人员,本科,其他高校,中级及以下
教师_756,高中,越秀区,社会人员,本科,其他高校,副高级
教师_757,初中,白云区,社会人员,本科,其他高校,正高级
教师_758,小学,白云区,应届毕业生,本科,其他高校,中级及以下
教师_759,小学,白云区,应届毕业生,硕士,其他高校,中级及以下
教师_760,初中,白云区,社会人员,本科,其他高校,中级及以下
教师_761,高中,越秀区,社会人员,本科,其他高校,副高级
教师_762,初中,白云区,应届毕业生,本科,其他高校,中级及以下
教师_763,初中,越秀区,应届毕业生,本科,其他普通师范院校,正高级
教师_764,初中,越秀区,社会人员,本科,其他高校,正高级
教师_765,高中,白云区,社会人员,硕士,部属师范院校（除北京师范大学）,中级及以下
教师_766,高中,白云区,社会人员,本科,其他普通师范院校,副高级
教师_767,高中,白云区,社会人员,硕士,其他普通师范院校,正高级
教师_768,初中,白云区,社会人员,本科,部属师范院校（除北京师范大学）,中级及以下
教师_769,高中,越秀区,社会人员,本科,其他普通师范院校,正高级
教师_770,高中,越秀区,社会人员,本科,部属师范院校（除北京师范大学）,正高级
教师_771,高中,越秀区,应届毕业生,本科,其他普通师范院校,中级及以下
教师_772,小学,白云区,应届毕业生,本科,其他高校,副高级
教师_773,小学,越秀区,社会人员,本科,部属师范院校（除北京师范大学）,中级及以下
教师_774,小学,白云区,社会人员,本科,其他普通师范院校,副高级
教师_775,高中,白云区,应届毕业生,本科,其他高校,副高级
教师_776,小学,白云区,社会人员,本科,其他普通师范院校,中级及以下
教师_777,初中,白云区,社会人员,本科,其他普通师范院校,副高级
教师_778,初中,白云区,社会人员,本科,其他普通师范院校,正高级
教师_779,高中,越秀区,社会人员,本科,其他普通师范院校,副高级
教师_780,高中,白云区,社会人员,本科,其他普通师范院校,副高级
教师_781,小学,越秀区,社会人员,博士,部属师范院校（除北京师范大学）,副高级
教师_782,初中,白云区,社会人员,本科,部属师范院校（除北京师范大学）,副高级
教师_783,高中,越秀区,应届毕业生,本科,部属师范院校（除北京师范大学）,中级及以下
教师_784,高中,越秀区,应届毕业生,本科,其他普通师范院校,正高级
教师_785,小学,白云区,应届毕业生,本科,其他高校,副高级
教师_786,小学,白云区,社会人员,博士,部属师范院校（除北京师范大学）,副高级
教师_787,初中,白云区,应届毕业生,博士,其他高校,中级及以下
教师_788,小学,白云区,社会人员,本科,其他普通师范院校,副高级
教师_789,初中,白云区,社会人员,本科,其他高校,中级及以下
